Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
11040	-4481.184	-4500.497	19.31281	8.341065e+07	0.269487	0.000736982	0.011358	0.00368535	0.00249003	0.00702683	0.0114806	0.0207246	0.035552	0.00222184	0.00684672	0.00528377	0.0172994	0.064829	0.0311957	0.0415827	0.0360142	0.0562995	0.0311161	0.0225617	0.00336217	0.0133452	0.0149002	0.0217656	0.029359	0.0138154	0.00139688	0.0110232	0.00145484	0.0196148	0.022844	0.00704721	0.0690077	0.0312323	0.0260899	0.0294033	0.608051	0.0243767	0.0178847	0.308707	0.0115776	0.999861	0.999965	1.00003	1.00014	0.279767	0.404967	0.0918787	0.223387	0.6217657	0.9640499
11050	-4480.426	-4497.163	16.73725	6.655214e+07	0.38988	0.00238861	0.00271705	0.000324001	0.00114756	0.00664418	0.0145873	0.00871493	0.0337111	0.00222184	0.00535029	0.00864356	0.0149118	0.0931689	0.0370981	0.0491216	0.0508144	0.0726787	0.0802145	0.0171673	0.0128872	0.0179416	0.0151476	0.0262599	0.0233752	0.00216158	0.000678005	0.0165414	0.000955598	0.0465646	0.0175106	0.0125347	0.0832911	0.0294365	0.0248141	0.0247382	0.600953	0.0258792	0.0139141	0.321185	0.0133298	0.999844	0.99996	1.00004	1.00016	0.298284	0.40117	0.10399	0.196557	0.6235179	1.221605
11060	-4489.712	-4507.377	17.66496	6.517938e+07	0.327119	0.00129091	0.0100088	0.004066	0.00095292	0.00503035	0.0177927	0.0306276	0.0337111	0.0100159	0.0112957	0.00424924	0.0114983	0.0793087	0.0150578	0.03955	0.0246904	0.0490322	0.0804493	0.0443002	0.00413704	0.0291556	0.01466	0.0280165	0.015887	0.0142382	0.000634515	0.0165414	0.0018852	0.035587	0.0350722	0.0148358	0.07273	0.0223501	0.023057	0.0254911	0.574171	0.0321711	0.0316667	0.307261	0.0292393	0.999842	0.99996	1.00004	1.00016	0.306988	0.382938	0.0909705	0.219103	0.5855676	1.128835
11070	-4485.058	-4502.038	16.97924	1.62706e+07	0.377578	0.00256167	0.00780044	0.00241893	0.00247262	0.00340527	0.0149202	0.0308091	0.0258549	0.00822912	0.00787755	0.00829644	0.0114554	0.0728374	0.0309439	0.0380941	0.0430521	0.0490322	0.0533467	0.0260763	0.00105576	0.0182888	0.0322893	0.0166729	0.0145447	0.0224026	0.00792848	0.0228346	0.00362064	0.0299154	0.0730909	0.0117476	0.0721841	0.0321707	0.0215978	0.0160388	0.592897	0.0167598	0.0314506	0.290526	0.0523282	0.999685	0.999919	1.00008	1.00032	0.31587	0.397891	0.0965504	0.189689	0.6278433	1.197406
11080	-4489.057	-4506.884	17.8271	2.805778e+07	0.321694	0.0028161	0.00980248	0.00214016	0.0017641	0.00894996	0.0200716	0.0242106	0.0337016	0.00160129	0.0070961	0.00344216	0.012001	0.0800717	0.0141799	0.0721754	0.0293553	0.0474863	0.0710014	0.00973031	0.000952899	0.0284846	0.0186267	0.0332852	0.0392723	0.00825215	0.0018447	0.0243989	0.00884146	0.0481239	0.0198205	0.00692183	0.0484109	0.0364527	0.0156404	0.0240352	0.562212	0.0446703	0.0207651	0.309847	0.0384709	0.99976	0.999939	1.00006	1.00024	0.271034	0.398448	0.111999	0.218519	0.620016	1.112621
11090	-4493.524	-4510.55	17.02558	1.271222e+07	0.29325	0.000389177	0.00470188	0.00108818	0.00235252	0.00803071	0.0131577	0.0429234	0.032619	0.00773545	0.0101689	0.00753878	0.0137392	0.0865004	0.0273919	0.0852718	0.0309242	0.069267	0.110416	0.0274012	0.00334366	0.0260737	0.0143123	0.0345783	0.0131915	0.0183293	0.0009351	0.0330586	0.0139266	0.018295	0.0220822	0.00123063	0.0545924	0.0345959	0.0293607	0.0251523	0.620473	0.0296868	0.0134852	0.270338	0.0408647	0.999644	0.999909	1.00009	1.00036	0.275209	0.415329	0.0994603	0.210001	0.5747131	1.192773
11100	-4490.667	-4508.536	17.8695	2.872644e+07	0.283262	0.003823	0.00601258	0.000205119	0.00247635	0.00412732	0.0221195	0.0279772	0.0388184	0.00810757	0.0113967	0.00302619	0.0148681	0.112346	0.0303144	0.0427813	0.0258389	0.0444511	0.0686004	0.0525898	0.0129986	0.0273173	0.028798	0.0310617	0.0114433	0.0108964	0.00282611	0.0323062	0.000576378	0.00238219	0.0172437	0.00914022	0.0666736	0.0325513	0.0190234	0.037966	0.56076	0.0275721	0.0114864	0.322745	0.0394698	0.999763	0.999939	1.00006	1.00024	0.265694	0.399677	0.109849	0.22478	0.5897823	1.108381
11110	-4479.195	-4497.804	18.60872	7.425425e+07	0.278775	0.00375251	0.00335732	0.00087002	9.16245e-05	0.00249127	0.0183629	0.0238536	0.0569367	0.00810757	0.00842857	0.00859694	0.0177537	0.104723	0.0382018	0.0283763	0.0458027	0.037681	0.0722502	0.0136469	0.00088327	0.0150755	0.0196062	0.0200382	0.0261095	0.0145211	0.0143521	0.0168823	0.000886212	0.0190681	0.0160098	0.0159109	0.048254	0.0147501	0.0200517	0.0345166	0.628495	0.0195358	0.0157124	0.279428	0.0223118	0.999852	0.999962	1.00004	1.00015	0.278491	0.390293	0.106747	0.224469	0.6120981	1.034459
11120	-4486.956	-4504.977	18.02141	2.321968e+07	0.28229	0.000459442	0.0163805	2.87952e-05	0.00468192	0.00368474	0.0143852	0.0264447	0.0298412	0.0149614	0.00270105	0.00859694	0.0153521	0.101788	0.0256807	0.0270874	0.0458027	0.0521925	0.0577297	0.0247273	0.00783345	0.0159823	0.0262968	0.0356154	0.0197596	0.0163589	0.00337997	0.0305053	0.00278084	0.0263533	0.0135295	0.0177687	0.0768389	0.0172689	0.0281019	0.0276215	0.55975	0.0197922	0.0091168	0.356204	0.0275159	0.999736	0.999933	1.00007	1.00026	0.288074	0.402538	0.109313	0.200074	0.5936502	1.093189
11130	-4485.395	-4501.728	16.33335	5.789044e+07	0.379093	0.00262089	0.00796399	4.94251e-06	0.00428743	0.00133103	0.0170042	0.0379971	0.0341615	0.00435849	0.00212776	0.0117785	0.0175811	0.105447	0.0214369	0.0469136	0.0671232	0.0628318	0.0725986	0.0173372	0.00765713	0.0168679	0.0192581	0.0308284	0.0260673	0.0117529	0.0112308	0.0210606	0.00642717	0.0374331	0.0283021	0.016324	0.0659899	0.0319212	0.0168769	0.0287058	0.571922	0.0274155	0.0107568	0.326718	0.0344825	0.999833	0.999957	1.00004	1.00017	0.295227	0.404034	0.112187	0.188553	0.6135582	1.261996
11140	-4481.121	-4499.977	18.85613	3.770459e+07	0.234327	0.00149917	0.0112764	0.00150114	0.00186961	0.00157894	0.0177329	0.0217872	0.0265073	0.0105088	0.00357417	0.00861829	0.0127339	0.105383	0.0198943	0.050772	0.0274299	0.0632934	0.0542517	0.0380433	0.00149128	0.0185691	0.0344911	0.0091252	0.0159026	0.00958043	0.0077527	0.0158841	0.00799897	0.0161132	0.0330089	0.0144195	0.0562386	0.0315481	0.0250128	0.0275461	0.598151	0.03535	0.0119497	0.30632	0.020683	0.999793	0.999947	1.00005	1.00021	0.279917	0.395709	0.107924	0.21645	0.6057067	1.009718
11150	-4482.978	-4500.69	17.71254	2.855856e+07	0.278148	0.000133839	0.0131503	0.00101348	0.0028177	0.00145159	0.0180331	0.0197451	0.0329254	0.0114495	0.00349763	0.00444995	0.01225	0.0852553	0.0296051	0.0678763	0.0319097	0.0627023	0.0859694	0.0459629	0.00532367	0.0321242	0.0194121	0.0137048	0.0230109	0.00576501	0.0037233	0.0147208	0.00411598	0.0279762	0.0367853	0.015172	0.0495144	0.033502	0.0308791	0.0361001	0.567773	0.0287146	0.0182501	0.320833	0.0283292	0.999762	0.999939	1.00006	1.00024	0.283553	0.397844	0.112131	0.206471	0.6020738	1.124076
11160	-4483.642	-4500.552	16.90952	2889408	0.38396	0.00224922	0.00802397	0.000661294	0.000248588	0.00499163	0.0177947	0.0242978	0.0535293	0.00915794	0.00185868	0.00468625	0.0106515	0.089993	0.0182953	0.0595442	0.0346486	0.0658359	0.0578572	0.0121576	0.00265802	0.0154196	0.0297435	0.0282906	0.00510337	0.011018	0.0037233	0.0236799	0.0110435	0.043926	0.0529097	0.0151799	0.0518103	0.0268056	0.0226246	0.0195385	0.577574	0.0489527	0.015158	0.313779	0.024997	0.999252	0.999809	1.00019	1.00075	0.277396	0.39799	0.12441	0.200203	0.6244127	1.204379
11170	-4482.571	-4499.4	16.82891	5.364178e+07	0.426166	0.000573199	0.0148214	0.00205254	0.000479193	0.00831705	0.0208036	0.017423	0.0629161	0.00262823	0.00924648	0.00345218	0.0200846	0.0664405	0.0153712	0.05931	0.0538632	0.0548432	0.0531593	0.0291693	0.00619185	0.0170169	0.0179418	0.0159794	0.0263285	0.0187975	0.00308626	0.0220397	0.00514832	0.0127862	0.0378529	0.0163565	0.055781	0.0143562	0.0216569	0.0268896	0.561399	0.0284742	0.0192401	0.33404	0.0299568	0.999826	0.999956	1.00004	1.00017	0.284421	0.378851	0.119301	0.217427	0.6086268	1.21244
11180	-4494.112	-4512.775	18.663	2357363	0.228008	0.00138921	0.00584522	0.0016115	0.0035361	0.000929653	0.0146869	0.0220492	0.0301285	0.00348669	0.00533131	0.0087302	0.00842024	0.070882	0.0368088	0.0411517	0.0319821	0.0494042	0.0862602	0.0322788	0.0074915	0.0292112	0.00732859	0.0389111	0.0388383	0.00782952	0.0227964	0.0129936	0.0052623	0.0369696	0.0321572	0.00746128	0.056199	0.0294877	0.0131722	0.0312813	0.587167	0.0188726	0.031098	0.311254	0.0203276	0.999172	0.999788	1.00021	1.00083	0.275292	0.396048	0.110186	0.218474	0.5753767	1.02903
11190	-4490.028	-4508.556	18.52872	6.721307e+07	0.22699	0.00181281	0.00679912	0.0046064	0.00214658	0.00327426	0.0103582	0.0182786	0.0485068	0.0118593	0.00293533	0.00339098	0.0184008	0.114188	0.0368088	0.0526235	0.035361	0.0494558	0.055086	0.0051592	0.00393958	0.0274087	0.0112229	0.0336469	0.0338522	0.0202903	0.0123931	0.0186143	0.00440387	0.0219612	0.036122	0.00591952	0.0699567	0.0183493	0.0163366	0.0311987	0.518387	0.021569	0.00936628	0.353023	0.0664559	0.999845	0.99996	1.00004	1.00015	0.31193	0.379651	0.117147	0.191273	0.6133954	1.042458
11200	-4482.328	-4499.386	17.05813	9.528707e+07	0.338975	0.0076317	0.00679912	0.00231124	0.000312608	0.00795941	0.0175844	0.0256662	0.0302659	0.00964674	0.00225086	0.00506172	0.00981438	0.0798046	0.031437	0.0439984	0.0581181	0.0360396	0.0712171	0.023058	0.00441967	0.0171576	0.0181988	0.0585345	0.0408706	0.025877	0.00876072	0.0228096	0.00532047	0.0125294	0.0139943	0.0180156	0.0918191	0.0280256	0.0152326	0.0212072	0.610679	0.00775732	0.0282155	0.285398	0.0467429	0.99987	0.999967	1.00003	1.00013	0.297554	0.402822	0.104583	0.195041	0.6115165	1.189517
11210	-4487.985	-4506.436	18.45084	8.53933e+07	0.252342	0.000554942	0.00477146	0.00100156	0.00314119	0.00502295	0.0134617	0.0252003	0.0402954	0.0130355	0.000199508	0.00969811	0.0156973	0.0839422	0.031437	0.0346922	0.0485088	0.0630602	0.0604527	0.0190453	0.000445754	0.0163991	0.0164585	0.00392782	0.062228	0.030409	0.00339412	0.0172693	0.00501613	0.00443388	0.0251143	0.0138105	0.0465502	0.044062	0.0351675	0.0262129	0.566648	0.0172733	0.0298196	0.301624	0.0584228	0.999862	0.999965	1.00003	1.00014	0.323697	0.360052	0.109798	0.206453	0.6263542	1.050246
11220	-4485.684	-4504.053	18.36877	5060607	0.284251	0.00279431	0.0132308	0.000235045	0.000187056	0.00426223	0.0111923	0.0264172	0.0316895	0.00621854	0.00139965	0.00297078	0.0207663	0.0599604	0.0284459	0.0507695	0.0222278	0.0382297	0.0674258	0.0345838	0.00292544	0.00630622	0.0152355	0.014474	0.062228	0.0172468	0.00475092	0.0200573	0.00263745	0.0122309	0.0477577	0.00744942	0.0742795	0.0321731	0.0314439	0.0254074	0.530614	0.0248597	0.0101992	0.364529	0.0443907	0.999435	0.999856	1.00014	1.00057	0.320669	0.369192	0.109405	0.200734	0.6149839	1.058454
11230	-4489.101	-4506.909	17.80801	3.461036e+07	0.284855	0.0014057	0.0101715	0.00648303	0.00329281	0.00164768	0.0147817	0.0185075	0.0313778	0.0017822	0.0073293	0.0134813	0.0131957	0.0578985	0.0363174	0.0491444	0.0299588	0.0448095	0.0867296	0.0353561	0.00463606	0.0228957	0.0298007	0.0255023	0.0718061	0.022139	0.00947759	0.0154463	0.00209317	0.00675183	0.0264425	0.00765494	0.0803912	0.0155878	0.0253784	0.028651	0.56942	0.0173457	0.0132896	0.3301	0.0411935	0.999784	0.999945	1.00006	1.00022	0.31308	0.382173	0.103772	0.200975	0.6198378	1.114529
11240	-4477.007	-4495.147	18.13992	2.716402e+07	0.31195	0.00458494	0.00561566	9.52801e-05	0.00130161	0.00184655	0.0146101	0.0314644	0.0307433	0.00424254	0.00711053	0.00412831	0.0164551	0.0838772	0.0299062	0.0375343	0.0537545	0.0689625	0.0737936	0.0287702	0.00563963	0.0164604	0.0227726	0.00435786	0.037197	0.00195257	0.00352947	0.0216054	0.000722507	0.0184525	0.0032723	0.0106965	0.0772328	0.0251309	0.0215691	0.0293147	0.550303	0.0370876	0.0198862	0.340405	0.0230036	0.999756	0.999938	1.00006	1.00024	0.27092	0.397819	0.112884	0.218376	0.6351127	1.081338
11250	-4478.13	-4496.885	18.75527	9.891997e+07	0.272854	0.00123362	0.00804305	0.00117711	8.36506e-05	0.00436211	0.0122076	0.0294052	0.0254449	0.00203436	0.00238243	0.0118404	0.020008	0.0584935	0.023313	0.0469849	0.0557327	0.074832	0.0747436	0.0287702	0.00563963	0.0185532	0.0227726	0.000201424	0.037197	0.0264361	0.00410806	0.0195698	0.00225326	0.0210547	0.00933028	0.0159307	0.0353629	0.0284086	0.0190382	0.0259448	0.560354	0.0394546	0.0244933	0.307894	0.0418593	0.999873	0.999967	1.00003	1.00013	0.296135	0.386076	0.113833	0.203956	0.6328452	1.019803
11260	-4487.241	-4506.404	19.1622	6.221585e+07	0.264157	0.000537973	0.00531228	0.000675794	0.0017112	0.00479689	0.00949538	0.0238117	0.017093	0.00371995	0.00784646	0.00412709	0.0133871	0.0550659	0.0115811	0.0545516	0.0517103	0.0541643	0.0663479	0.0260838	0.00390705	0.0142593	0.0647843	0.000334256	0.01976	0.0191815	0.00402009	0.0108508	0.00189313	0.00109264	0.0272042	0.0159307	0.0718776	0.0313902	0.0164478	0.0258571	0.596853	0.0182534	0.0139501	0.263346	0.0817408	0.999839	0.999958	1.00004	1.00016	0.2899	0.394314	0.104663	0.211123	0.6683766	0.9791106
11270	-4476.425	-4494.877	18.45128	7972389	0.250257	0.000620559	0.00624477	0.000734762	0.0006338	0.00379216	0.013337	0.0261945	0.0343472	0.00662537	0.00045373	0.0122143	0.0216793	0.0899033	0.0186191	0.0649154	0.0500888	0.0565564	0.0635989	0.0275392	0.00545847	0.0146211	0.0255228	0.00189389	0.0172174	0.0301188	0.00415845	0.0179131	0.00496624	0.00435967	0.0401748	0.0178504	0.0586182	0.0323243	0.0266496	0.0266072	0.614167	0.0261256	0.0145257	0.295432	0.0231423	0.99955	0.999885	1.00011	1.00045	0.27664	0.403174	0.0981964	0.22199	0.6321305	1.050202
11280	-4484.176	-4500.889	16.71244	4.694647e+07	0.365506	0.00220744	0.00298548	0.000255546	0.00223406	0.0098113	0.013253	0.0285999	0.0247628	0.00684519	0.00711041	0.00353521	0.0235909	0.0797553	0.0224458	0.048904	0.0356069	0.056418	0.102223	0.0295493	0.00187274	0.0295805	0.0126522	0.0187773	0.0189324	0.0415636	0.00660754	0.020151	0.00112205	0.0124213	0.0382582	0.00918314	0.0972117	0.0235046	0.0266496	0.0193944	0.564009	0.0242224	0.0131395	0.336506	0.0427284	0.999815	0.999953	1.00005	1.00019	0.311696	0.371293	0.100659	0.216351	0.6271295	1.224087
11290	-4476.978	-4495.625	18.64645	6.419589e+07	0.259459	0.00963088	0.00178806	0.00198331	0.000564302	0.00464246	0.0155782	0.0247827	0.0324508	0.0040489	0.00557595	0.0189933	0.0122904	0.0759469	0.0202848	0.0489939	0.0431774	0.0385766	0.0748888	0.0315734	0.000441561	0.0131418	0.0237293	0.0208281	0.0454965	0.0274061	0.00642214	0.0187297	0.00576618	0.00318894	0.0117687	0.00694076	0.0717459	0.0254508	0.0243991	0.0196639	0.611444	0.0234895	0.0216063	0.294727	0.0290701	0.999842	0.99996	1.00004	1.00016	0.295673	0.385454	0.103599	0.215274	0.6355958	1.030685
11300	-4487.303	-4505.097	17.79439	7.81558e+07	0.320399	0.00202112	0.003447	0.00429877	0.00083198	0.00339299	0.00833565	0.0303192	0.0294952	0.00805119	0.0078378	0.0098622	0.00577532	0.067146	0.0216712	0.0397305	0.0740194	0.0544335	0.0610332	0.0474082	0.00188837	0.01385	0.0285499	0.0301002	0.0276253	0.0267429	0.00307018	0.0210712	0.00707754	0.00439634	0.0108215	0.0167035	0.0718507	0.0285107	0.0241241	0.0250201	0.612447	0.0287994	0.0214624	0.304753	0.00751872	0.999856	0.999963	1.00004	1.00014	0.307945	0.40538	0.0915843	0.195091	0.6297606	1.115892
11310	-4478.325	-4495.046	16.72098	1.66273e+07	0.432164	0.000729747	0.00629463	0.000529109	9.71926e-05	0.00482234	0.0149492	0.0231086	0.0227276	0.00222367	0.0057148	0.00559597	0.0124403	0.0699912	0.0172434	0.0668354	0.0355331	0.0657195	0.0785191	0.0400737	0.0159466	0.0252722	0.028039	0.0306789	0.0200327	0.0208258	0.000623663	0.0122599	0.00125313	0.00769958	0.00939292	0.0235875	0.0794405	0.0184654	0.0244018	0.0249043	0.609612	0.0272605	0.0244949	0.303342	0.0103867	0.999688	0.99992	1.00008	1.00031	0.288009	0.380359	0.11251	0.219122	0.6232223	1.223232
11320	-4486.278	-4503.286	17.00749	2.859857e+07	0.356154	0.0020413	0.00473249	0.0011887	0.00156996	0.00718489	0.0161113	0.0260614	0.0404196	0.000612577	0.0057148	0.00314707	0.0152291	0.0839124	0.0151614	0.0540759	0.0355331	0.0506406	0.0848906	0.0212389	0.00662254	0.0294143	0.0310378	0.0228932	0.0320869	0.012076	0.0299987	0.014582	0.00844978	0.0147047	0.0245683	0.00695816	0.0715538	0.0373072	0.0267088	0.0246139	0.582491	0.0278492	0.00779222	0.318432	0.0388219	0.999762	0.999939	1.00006	1.00024	0.279839	0.415901	0.115178	0.189082	0.6212804	1.194582
11330	-4479.543	-4497.808	18.26539	1.388682e+07	0.329039	0.00124418	0.00439924	0.00101361	0.00222655	0.00623339	0.0121508	0.031097	0.025091	0.00339331	0.00593871	0.00777232	0.00621803	0.0749726	0.0280845	0.0405574	0.0330425	0.0674994	0.0743571	0.0152356	0.00253001	0.0159338	0.022854	0.0158481	0.0276069	0.0253922	0.00541402	0.0094702	0.00896664	0.0106209	0.0192923	0.0141834	0.0609049	0.0306562	0.0295514	0.0204267	0.609228	0.0277985	0.0109197	0.302371	0.0292558	0.999659	0.999913	1.00009	1.00034	0.305441	0.380107	0.10656	0.207892	0.6614992	1.068791
11340	-4472.568	-4491.605	19.03668	2.320281e+07	0.233479	0.00120067	0.00451383	0.000767028	0.000662148	0.0106427	0.0182012	0.0241643	0.0393584	0.00323043	0.00430217	0.00395133	0.0120692	0.0797484	0.019969	0.0473675	0.0352243	0.0505246	0.0875509	0.0206588	0.00477998	0.0260642	0.0267933	0.0243808	0.0344831	0.0176169	0.00830147	0.0187433	0.0117632	0.00796717	0.0130676	0.00825496	0.0545472	0.0156098	0.0217039	0.0263757	0.564103	0.0366572	0.013711	0.327647	0.0315057	0.999736	0.999933	1.00007	1.00026	0.28566	0.400152	0.112163	0.202024	0.6152811	0.9916624
11350	-4480.558	-4498.013	17.45512	2.656779e+07	0.335928	0.003724	0.00669875	0.00141407	0.000675235	0.00286521	0.0119794	0.0348733	0.0350336	0.00686334	0.0127058	0.008328	0.0197416	0.105745	0.0222224	0.050699	0.0352317	0.0437197	0.049022	0.0165273	0.00108073	0.0193033	0.0286641	0.0350099	0.0397754	0.0307282	0.00179406	0.0232705	0.00208709	0.0176468	0.0186454	0.00900146	0.0719322	0.0260417	0.0208396	0.0242366	0.595894	0.0406402	0.0302323	0.291406	0.0175902	0.999753	0.999937	1.00006	1.00025	0.305864	0.365993	0.111455	0.216688	0.5964092	1.149818
11360	-4481.143	-4498.045	16.9022	6147876	0.353065	0.00170646	0.0045289	1.54689e-05	0.000388579	0.00308839	0.0255343	0.0207374	0.0405505	0.00982719	0.000315408	0.00989012	0.0186119	0.0733469	0.030057	0.0681927	0.0484534	0.0593996	0.102028	0.0225463	0.00948328	0.0202555	0.0168274	0.00644763	0.0209663	0.0192932	0.00143579	0.0218901	0.00230455	0.0189944	0.0252346	0.0136772	0.0683009	0.042545	0.0251711	0.0207965	0.636771	0.0217582	0.0281504	0.277924	0.0145996	0.999487	0.999869	1.00013	1.00051	0.327901	0.372952	0.0991376	0.200009	0.6054719	1.20511
11370	-4480.421	-4497.803	17.38195	5.378142e+07	0.378267	0.000189208	0.00486216	0.000711482	0.000976419	0.00431789	0.0262274	0.0189087	0.0278332	0.00481938	0.00588853	0.0054482	0.021965	0.0833395	0.0445109	0.0448942	0.0335243	0.0522971	0.071581	0.0258716	0.00430804	0.0201677	0.0272658	0.00610488	0.00659214	0.00255844	0.00517871	0.013068	0.00242597	0.0303749	0.0262903	0.0155449	0.0896178	0.0299164	0.0212882	0.022124	0.558256	0.0298017	0.0233333	0.334768	0.0317174	0.999827	0.999955	1.00004	1.00017	0.293274	0.413588	0.107725	0.185413	0.6527484	1.157135
11380	-4492.765	-4508.978	16.21303	8.784071e+07	0.340848	0.00261241	0.0132358	0.00362409	0.00327069	0.00241175	0.0265372	0.0216785	0.0354695	0.00454328	0.000964688	0.0107538	0.0350447	0.103318	0.0319776	0.0744274	0.0424571	0.0473419	0.0810767	0.0198578	0.00343396	0.0233082	0.0604977	0.0238852	0.0174284	0.00562102	0.00804899	0.0167659	0.00617234	0.0529144	0.0332999	0.0113937	0.057417	0.031274	0.0211156	0.0245892	0.567037	0.0278546	0.020425	0.354943	0.00515103	0.999865	0.999965	1.00003	1.00014	0.302658	0.383967	0.122029	0.191346	0.6058121	1.274028
11390	-4478.322	-4494.179	15.85726	8.125206e+07	0.425912	0.00649493	0.00263912	0.000482336	0.000204638	0.00206436	0.0161408	0.0362337	0.0362142	0.00229043	0.00382857	0.00627944	0.00811853	0.0848466	0.0136691	0.0685871	0.0405623	0.0545556	0.0866279	0.0437788	0.00796221	0.0262679	0.0553935	0.0303306	0.0128315	0.0118063	0.00681339	0.0147923	0.000992224	0.0276315	0.0396947	0.00889385	0.075605	0.0273771	0.0236816	0.0183103	0.627908	0.0200426	0.01601	0.285739	0.0319902	0.999859	0.999965	1.00004	1.00014	0.307571	0.378697	0.110163	0.20357	0.634943	1.309604
11400	-4492.436	-4508.149	15.71312	8.302491e+07	0.44694	0.00297566	0.00497015	0.000105532	0.00305235	0.00353833	0.0180536	0.0391811	0.0310996	0.00699389	0.00636932	0.0143058	0.0173188	0.0650307	0.0114214	0.0600517	0.0318061	0.0459776	0.0866279	0.065693	2.85134e-05	0.0245066	0.0346983	0.0452209	0.0587862	0.00829434	0.00462055	0.0148852	0.00607284	0.010027	0.042437	0.00894814	0.066062	0.0276748	0.0102433	0.0196707	0.60061	0.0346135	0.0154352	0.306969	0.0227017	0.99986	0.999964	1.00004	1.00014	0.287541	0.401932	0.106628	0.203898	0.5989073	1.324018
11410	-4479.577	-4497.721	18.1437	6.420853e+07	0.319648	2.34373e-05	0.00213435	0.000715902	0.00040338	0.00200097	0.0171367	0.0315014	0.0287416	0.0061285	0.00189736	0.00551403	0.0156405	0.0674769	0.0134291	0.0709178	0.0358815	0.0488698	0.0387232	0.0163965	0.000611228	0.0229108	0.0207588	0.0338568	0.0511277	0.00822358	0.00463827	0.0266092	0.00283107	0.0380461	0.0169785	0.021447	0.0574361	0.0276748	0.0246303	0.0175295	0.619867	0.0293584	0.017158	0.295366	0.0207214	0.999841	0.99996	1.00004	1.00016	0.282057	0.408843	0.108782	0.200318	0.6243279	1.080961
11420	-4478.279	-4494.496	16.21662	9.822408e+07	0.401354	0.00297436	0.00770575	0.0012643	0.00284542	0.00318013	0.0146795	0.0266888	0.0545971	0.00598211	0.00554901	0.00825567	0.0155056	0.0727094	0.0227851	0.066659	0.0468497	0.05368	0.0572426	0.018216	0.00411301	0.0280753	0.033571	0.0271687	0.0409081	0.0172208	0.00782404	0.0227841	0.00238698	0.0240521	0.0134773	0.0191769	0.0852201	0.0317644	0.0272017	0.0230221	0.601671	0.038894	0.00776887	0.315666	0.0129783	0.999872	0.999968	1.00003	1.00013	0.295786	0.394609	0.11924	0.190366	0.6084933	1.273668
11430	-4483.773	-4502.32	18.5466	6.03956e+07	0.286788	0.000827427	0.0128696	0.00340913	0.000983211	0.00453151	0.0105176	0.0247671	0.0322814	0.00223934	0.00417166	0.0114097	0.0271026	0.0463831	0.00823148	0.0684843	0.0416999	0.0524946	0.0616461	0.0333544	0.00352164	0.0191882	0.0366806	0.0322646	0.0204179	0.0280656	0.00536346	0.0207856	0.00174447	0.00772654	0.0344143	0.00944413	0.0475635	0.0227974	0.0165003	0.0302271	0.595335	0.0315717	0.0122158	0.317949	0.012701	0.999837	0.999958	1.00004	1.00016	0.29859	0.385693	0.109127	0.20659	0.6085324	1.040671
11440	-4482.904	-4501.528	18.62422	7.447241e+07	0.313273	0.000328307	0.00716861	0.00181802	0.00615617	0.00688621	0.0145709	0.0394578	0.0368251	0.0020318	0.0024085	0.00316318	0.0165323	0.0671451	0.0249271	0.0518784	0.0490805	0.0364119	0.0473749	0.039432	0.00615585	0.014779	0.0353864	0.0176993	0.0381007	0.00949706	0.00258107	0.00995053	0.00625458	0.00953322	0.00485068	0.00833471	0.0560862	0.0187729	0.0280562	0.0294166	0.580104	0.0254437	0.0236781	0.326735	0.0146232	0.999853	0.999962	1.00004	1.00015	0.268322	0.399174	0.11637	0.216133	0.6383138	1.032909
11450	-4484.387	-4503.014	18.62731	1.325126e+07	0.217782	0.00465168	0.00400728	0.00290424	0.000505962	0.00372433	0.00900417	0.0323186	0.0287317	0.00823138	0.00537364	0.00463375	0.0161271	0.0808483	0.0159369	0.0444526	0.0414643	0.0569173	0.0767091	0.0197415	0.00491616	0.0287133	0.0139525	0.0342608	0.0757971	0.00509465	0.00586191	0.0111743	0.00162513	0.0376218	0.000402698	0.00670477	0.0697505	0.0384815	0.0241765	0.0359423	0.579111	0.0118518	0.00632681	0.321096	0.045672	0.999651	0.999911	1.00009	1.00035	0.301677	0.36659	0.116661	0.215071	0.6303566	1.032599
